Order_ID,Customer_ID,Customer_Name,Gender,Product_Name,Product_Category,Clothing_Category,Quantity,Price_LKR,Total_Amount_LKR,Date,Email,Phone_Number
ORD07930,CUST2856,Nisha Ranasinghe,Female,Skirt,Women,Bottoms,4,640,2560,8/7/23,nisha.ranasinghe2856@gmail.com,0737082137
ORD07931,CUST2856,Nisha Ranasinghe,Female,Dress,Kids,Dresses_and_Sarees,1,2845,2845,4/5/22,nisha.ranasinghe2856@gmail.com,0737082137
ORD07932,CUST2856,Nisha Ranasinghe,Female,Dress,Kids,Dresses_and_Sarees,3,1951,5853,3/10/22,nisha.ranasinghe2856@gmail.com,0737082137
ORD07933,CUST2857,Ayesha Bandara,Female,Dress,Women,Dresses_and_Sarees,5,1707,8535,7/18/25,ayesha.bandara2857@gmail.com,0740313968
ORD07934,CUST2857,Ayesha Bandara,Female,Dress,Kids,Dresses_and_Sarees,1,2568,2568,4/15/25,ayesha.bandara2857@gmail.com,0740313968
ORD07935,CUST2857,Ayesha Bandara,Female,Blouse,Women,,2,2828,5656,2/16/23,ayesha.bandara2857@gmail.com,0740313968
ORD07936,CUST2858,Nadeesha Ranasinghe,Female,Shorts,Kids,Bottoms,2,1108,2216,11/18/24,nadeesha.ranasinghe2858@gmail.com,0703798143
ORD07937,CUST2858,Nadeesha Ranasinghe,Female,Leggings,Women,Bottoms,5,1918,9590,2/23/24,nadeesha.ranasinghe2858@gmail.com,0703798143
ORD07938,CUST2858,Nadeesha Ranasinghe,Female,Dress,Women,Dresses_and_Sarees,3,4201,12603,12/16/24,nadeesha.ranasinghe2858@gmail.com,0703798143
ORD07939,CUST2858,Nadeesha Ranasinghe,Female,Leggings,Women,Bottoms,5,3899,19495,6/3/23,nadeesha.ranasinghe2858@gmail.com,0703798143
ORD07940,CUST2858,Nadeesha Ranasinghe,Female,Dress,Kids,Dresses_and_Sarees,5,722,3610,9/11/22,nadeesha.ranasinghe2858@gmail.com,0703798143
ORD07941,CUST2858,Nadeesha Ranasinghe,Female,Kurta,Women,Tops,3,4885,14655,7/21/25,nadeesha.ranasinghe2858@gmail.com,0703798143
ORD07942,CUST2859,Sanduni Rajapakse,Female,Shorts,Kids,Bottoms,5,1705,8525,8/26/24,sanduni.rajapakse2859@gmail.com,0775633286
ORD07943,CUST2860,Saman Perera,Male,T-shirt,Kids,Tops,2,4940,9880,7/1/24,saman.perera2860@gmail.com,0764506720
ORD07944,CUST2861,Lakshmi Gunawardena,Female,T-shirt,Kids,Tops,4,1115,4460,5/20/23,lakshmi.gunawardena2861@gmail.com,0715428896
ORD07945,CUST2861,Lakshmi Gunawardena,Female,Dress,Kids,Dresses_and_Sarees,1,3569,3569,7/23/25,lakshmi.gunawardena2861@gmail.com,0715428896
ORD07946,CUST2862,Kamal Fernando,Male,Dress,Kids,Dresses_and_Sarees,5,4686,23430,4/21/23,kamal.fernando2862@gmail.com,0723205578
ORD07947,CUST2862,Kamal Fernando,Male,Jacket,Men,Outerwear,4,4231,16924,2/22/24,kamal.fernando2862@gmail.com,0723205578
ORD07948,CUST2862,Kamal Fernando,Male,T-shirt,Kids,Tops,3,2327,6981,10/9/22,kamal.fernando2862@gmail.com,0723205578
ORD07949,CUST2862,Kamal Fernando,Male,T-shirt,Men,Tops,4,2865,11460,4/22/23,kamal.fernando2862@gmail.com,0723205578
ORD07950,CUST2863,Dilani Perera,Female,T-shirt,Kids,Tops,3,4811,14433,5/29/25,dilani.perera2863@gmail.com,0794306445
ORD07951,CUST2863,Dilani Perera,Female,Skirt,Women,Bottoms,2,743,1486,10/18/23,dilani.perera2863@gmail.com,0794306445
ORD07952,CUST2863,Dilani Perera,Female,Kurta,Women,Tops,2,4930,9860,1/6/22,dilani.perera2863@gmail.com,0794306445
ORD07953,CUST2863,Dilani Perera,Female,Dress,Kids,Dresses_and_Sarees,2,4110,8220,2/18/22,dilani.perera2863@gmail.com,0794306445
ORD07954,CUST2864,Lalith Fernando,Male,Shorts,Kids,Bottoms,3,533,1599,7/9/24,lalith.fernando2864@gmail.com,0744800058
ORD07955,CUST2865,Tharindu Fernando,Female,T-shirt,Kids,Tops,2,3410,6820,7/28/24,tharindu.fernando2865@gmail.com,0772932922
ORD07956,CUST2866,Kamal Bandara,Male,Trousers,Men,Bottoms,4,2404,9616,9/30/24,kamal.bandara2866@gmail.com,0790858807
ORD07957,CUST2866,Kamal Bandara,Male,Trousers,Men,Bottoms,5,2553,12765,3/10/23,kamal.bandara2866@gmail.com,0790858807
ORD07958,CUST2866,Kamal Bandara,Male,T-shirt,Kids,Tops,4,2137,8548,2/3/23,kamal.bandara2866@gmail.com,0790858807
ORD07959,CUST2867,Sarath Ranasinghe,Male,Shorts,Kids,Bottoms,2,1732,3464,11/21/23,sarath.ranasinghe2867@gmail.com,0714538144
ORD07960,CUST2867,Sarath Ranasinghe,Male,T-shirt,Kids,Tops,2,3763,7526,4/3/22,sarath.ranasinghe2867@gmail.com,0714538144
ORD07961,CUST2867,Sarath Ranasinghe,Male,Trousers,Men,Bottoms,1,1578,1578,3/8/22,sarath.ranasinghe2867@gmail.com,0714538144
ORD07962,CUST2867,Sarath Ranasinghe,Male,Dress,Kids,Dresses_and_Sarees,2,3081,6162,9/27/24,sarath.ranasinghe2867@gmail.com,0714538144
ORD07963,CUST2868,Ranjith Silva,Male,Jacket,Men,Outerwear,2,3609,7218,7/14/22,ranjith.silva2868@gmail.com,0775084849
ORD07964,CUST2869,Lakshmi Gunawardena,Female,Kurta,Women,Tops,2,1832,3664,9/20/24,lakshmi.gunawardena2869@gmail.com,0710272685
ORD07965,CUST2869,Lakshmi Gunawardena,Female,Shorts,Kids,Bottoms,2,2397,4794,2/10/23,lakshmi.gunawardena2869@gmail.com,0710272685
ORD07966,CUST2870,Nimal Perera,Male,Shorts,Men,Bottoms,4,4502,18008,11/22/24,nimal.perera2870@gmail.com,0773579155
ORD07967,CUST2870,Nimal Perera,Male,Shorts,Kids,Bottoms,1,1149,1149,6/2/24,nimal.perera2870@gmail.com,0773579155
ORD07968,CUST2871,Lalith Jayasinghe,Male,T-shirt,Men,Tops,1,4309,4309,2/18/24,lalith.jayasinghe2871@gmail.com,0772625212
ORD07969,CUST2871,Lalith Jayasinghe,Male,T-shirt,Kids,Tops,4,4075,16300,1/6/25,lalith.jayasinghe2871@gmail.com,0772625212
ORD07970,CUST2871,Lalith Jayasinghe,Male,Jeans,Men,,5,2242,11210,3/14/22,lalith.jayasinghe2871@gmail.com,0772625212
ORD07971,CUST2872,Ranjith Rajapakse,Male,Shorts,Kids,Bottoms,1,2633,2633,3/11/24,ranjith.rajapakse2872@gmail.com,0736380115
ORD07972,CUST2872,Ranjith Rajapakse,Male,Jeans,Men,,2,4951,9902,9/29/24,ranjith.rajapakse2872@gmail.com,0736380115
ORD07973,CUST2872,Ranjith Rajapakse,Male,Shorts,Kids,Bottoms,5,2684,13420,12/22/23,ranjith.rajapakse2872@gmail.com,0736380115
ORD07974,CUST2872,Ranjith Rajapakse,Male,Dress,Kids,Dresses_and_Sarees,5,3392,16960,11/9/23,ranjith.rajapakse2872@gmail.com,0736380115
ORD07975,CUST2873,Kamal Perera,Male,Dress,Kids,Dresses_and_Sarees,1,4429,4429,3/30/23,kamal.perera2873@gmail.com,0742954361
ORD07976,CUST2873,Kamal Perera,Male,Shorts,Kids,Bottoms,1,3501,3501,4/12/24,kamal.perera2873@gmail.com,0742954361
ORD07977,CUST2873,Kamal Perera,Male,Shorts,Kids,Bottoms,3,4756,14268,3/15/23,kamal.perera2873@gmail.com,0742954361
ORD07978,CUST2873,Kamal Perera,Male,T-shirt,Kids,Tops,5,1071,5355,6/18/25,kamal.perera2873@gmail.com,0742954361
ORD07979,CUST2874,Lalith Ranasinghe,Male,Dress,Kids,Dresses_and_Sarees,4,530,2120,8/28/22,lalith.ranasinghe2874@gmail.com,0757148537
ORD07980,CUST2874,Lalith Ranasinghe,Male,T-shirt,Men,Tops,3,1020,3060,9/14/22,lalith.ranasinghe2874@gmail.com,0757148537
ORD07981,CUST2874,Lalith Ranasinghe,Male,T-shirt,Kids,Tops,2,1401,2802,10/9/23,lalith.ranasinghe2874@gmail.com,0757148537
ORD07982,CUST2874,Lalith Ranasinghe,Male,Dress,Kids,Dresses_and_Sarees,2,3222,6444,2/10/23,lalith.ranasinghe2874@gmail.com,0757148537
ORD07983,CUST2875,Piumi Fernando,Female,Dress,Kids,Dresses_and_Sarees,4,4852,19408,1/24/24,piumi.fernando2875@gmail.com,0756071319
ORD07984,CUST2875,Piumi Fernando,Female,Kurta,Women,Tops,1,4756,4756,12/13/24,piumi.fernando2875@gmail.com,0756071319
ORD07985,CUST2875,Piumi Fernando,Female,Blouse,Women,,5,1018,5090,1/30/23,piumi.fernando2875@gmail.com,0756071319
ORD07986,CUST2875,Piumi Fernando,Female,Dress,Kids,Dresses_and_Sarees,2,4155,8310,6/20/24,piumi.fernando2875@gmail.com,0756071319
ORD07987,CUST2875,Piumi Fernando,Female,Saree,Women,Dresses_and_Sarees,3,4661,13983,11/28/23,piumi.fernando2875@gmail.com,0756071319
ORD07988,CUST2876,Sanduni Perera,Female,Dress,Kids,Dresses_and_Sarees,3,1526,4578,12/13/22,sanduni.perera2876@gmail.com,0749040921
ORD07989,CUST2877,Amal Ranasinghe,Male,T-shirt,Kids,Tops,3,2819,8457,6/30/25,amal.ranasinghe2877@gmail.com,0799176771
ORD07990,CUST2879,Ranjith Rajapakse,Male,Dress,Kids,Dresses_and_Sarees,5,1779,8895,6/29/22,ranjith.rajapakse2879@gmail.com,0724004506
ORD07991,CUST2879,Ranjith Rajapakse,Male,T-shirt,Men,Tops,3,592,1776,8/26/23,ranjith.rajapakse2879@gmail.com,0724004506
ORD07992,CUST2879,Ranjith Rajapakse,Male,Jacket,Men,Outerwear,5,3918,19590,4/28/25,ranjith.rajapakse2879@gmail.com,0724004506
ORD07993,CUST2879,Ranjith Rajapakse,Male,Shirt,Men,Tops,3,4812,14436,7/11/23,ranjith.rajapakse2879@gmail.com,0724004506
ORD07994,CUST2879,Ranjith Rajapakse,Male,T-shirt,Men,Tops,4,4801,19204,4/13/25,ranjith.rajapakse2879@gmail.com,0724004506
ORD07995,CUST2880,Amal Rajapakse,Male,Shorts,Kids,Bottoms,1,4996,4996,12/20/22,amal.rajapakse2880@gmail.com,0776787529
ORD07996,CUST2880,Amal Rajapakse,Male,Jeans,Men,,5,905,4525,3/10/24,amal.rajapakse2880@gmail.com,0776787529
ORD07997,CUST2880,Amal Rajapakse,Male,T-shirt,Men,Tops,3,1258,3774,11/24/24,amal.rajapakse2880@gmail.com,0776787529
ORD07998,CUST2881,Lakshmi Rajapakse,Female,Kurta,Women,Tops,1,2403,2403,12/18/22,lakshmi.rajapakse2881@gmail.com,0753360658
ORD07999,CUST2882,Kamal Ranasinghe,Male,Jeans,Men,,1,3237,3237,2/23/24,kamal.ranasinghe2882@gmail.com,0767017951
ORD08000,CUST2882,Kamal Ranasinghe,Male,Shorts,Kids,Bottoms,4,4282,17128,4/22/25,kamal.ranasinghe2882@gmail.com,0767017951
ORD08001,CUST2882,Kamal Ranasinghe,Male,T-shirt,Men,Tops,2,861,1722,9/20/22,kamal.ranasinghe2882@gmail.com,0767017951
ORD08002,CUST2882,Kamal Ranasinghe,Male,Trousers,Men,Bottoms,5,4481,22405,3/21/23,kamal.ranasinghe2882@gmail.com,0767017951
ORD08003,CUST2882,Kamal Ranasinghe,Male,T-shirt,Kids,Tops,4,3079,12316,1/3/25,kamal.ranasinghe2882@gmail.com,0767017951
ORD08004,CUST2882,Kamal Ranasinghe,Male,T-shirt,Kids,Tops,1,3821,3821,8/2/24,kamal.ranasinghe2882@gmail.com,0767017951
ORD08005,CUST2883,Nadeesha Rajapakse,Female,Shorts,Kids,Bottoms,2,966,1932,6/18/24,nadeesha.rajapakse2883@gmail.com,0765255640
ORD08006,CUST2883,Nadeesha Rajapakse,Female,Shorts,Kids,Bottoms,1,878,878,12/8/23,nadeesha.rajapakse2883@gmail.com,0765255640
ORD08007,CUST2883,Nadeesha Rajapakse,Female,Dress,Women,Dresses_and_Sarees,4,3780,15120,10/1/22,nadeesha.rajapakse2883@gmail.com,0765255640
ORD08008,CUST2885,Tharindu Fernando,Female,T-shirt,Kids,Tops,1,1015,1015,9/19/24,tharindu.fernando2885@gmail.com,0782238068
ORD08009,CUST2885,Tharindu Fernando,Female,T-shirt,Kids,Tops,1,1965,1965,3/23/24,tharindu.fernando2885@gmail.com,0782238068
ORD08010,CUST2887,Tharindu Jayasinghe,Female,Saree,Women,Dresses_and_Sarees,1,4123,4123,2/18/25,tharindu.jayasinghe2887@gmail.com,0782519592
ORD08011,CUST2887,Tharindu Jayasinghe,Female,Dress,Women,Dresses_and_Sarees,2,3473,6946,12/14/22,tharindu.jayasinghe2887@gmail.com,0782519592
ORD08012,CUST2887,Tharindu Jayasinghe,Female,Dress,Kids,Dresses_and_Sarees,4,1367,5468,1/18/25,tharindu.jayasinghe2887@gmail.com,0782519592
ORD08013,CUST2887,Tharindu Jayasinghe,Female,Leggings,Women,Bottoms,4,3713,14852,6/22/22,tharindu.jayasinghe2887@gmail.com,0782519592
ORD08014,CUST2887,Tharindu Jayasinghe,Female,Blouse,Women,,3,2836,8508,3/1/25,tharindu.jayasinghe2887@gmail.com,0782519592
ORD08015,CUST2889,Amal Silva,Male,Trousers,Men,Bottoms,2,4709,9418,6/3/24,amal.silva2889@gmail.com,0785772196
ORD08016,CUST2889,Amal Silva,Male,Dress,Kids,Dresses_and_Sarees,5,1825,9125,11/2/23,amal.silva2889@gmail.com,0785772196
ORD08017,CUST2889,Amal Silva,Male,Shorts,Men,Bottoms,5,2600,13000,9/11/24,amal.silva2889@gmail.com,0785772196
ORD08018,CUST2889,Amal Silva,Male,Jacket,Men,Outerwear,3,2605,7815,5/29/22,amal.silva2889@gmail.com,0785772196
ORD08019,CUST2889,Amal Silva,Male,Shorts,Men,Bottoms,1,3912,3912,6/5/22,amal.silva2889@gmail.com,0785772196
ORD08020,CUST2889,Amal Silva,Male,T-shirt,Kids,Tops,3,786,2358,6/1/23,amal.silva2889@gmail.com,0785772196
ORD08021,CUST2890,Nisha Fernando,Female,Saree,Women,Dresses_and_Sarees,1,2324,2324,1/15/22,nisha.fernando2890@gmail.com,0751235279
ORD08022,CUST2890,Nisha Fernando,Female,T-shirt,Kids,Tops,4,2326,9304,12/5/23,nisha.fernando2890@gmail.com,0751235279
ORD08023,CUST2890,Nisha Fernando,Female,Dress,Kids,Dresses_and_Sarees,2,1461,2922,7/16/25,nisha.fernando2890@gmail.com,0751235279
ORD08024,CUST2890,Nisha Fernando,Female,T-shirt,Kids,Tops,2,1940,3880,10/9/24,nisha.fernando2890@gmail.com,0751235279
ORD08025,CUST2890,Nisha Fernando,Female,Dress,Kids,Dresses_and_Sarees,5,3667,18335,11/11/22,nisha.fernando2890@gmail.com,0751235279
ORD08026,CUST2890,Nisha Fernando,Female,Shorts,Kids,Bottoms,4,3211,12844,1/10/25,nisha.fernando2890@gmail.com,0751235279
ORD08027,CUST2891,Nadeesha Gunawardena,Female,T-shirt,Kids,Tops,5,2266,11330,2/14/24,nadeesha.gunawardena2891@gmail.com,0731943784
ORD08028,CUST2892,Ayesha Ranasinghe,Female,Shorts,Kids,Bottoms,4,4967,19868,10/28/23,ayesha.ranasinghe2892@gmail.com,0742787831
ORD08029,CUST2892,Ayesha Ranasinghe,Female,T-shirt,Kids,Tops,2,4951,9902,7/9/22,ayesha.ranasinghe2892@gmail.com,0742787831
ORD08030,CUST2892,Ayesha Ranasinghe,Female,T-shirt,Kids,Tops,2,2678,5356,1/8/23,ayesha.ranasinghe2892@gmail.com,0742787831
ORD08031,CUST2892,Ayesha Ranasinghe,Female,T-shirt,Kids,Tops,1,4271,4271,7/5/22,ayesha.ranasinghe2892@gmail.com,0742787831
ORD08032,CUST2893,Dilani Perera,Female,Skirt,Women,Bottoms,1,3110,3110,7/16/22,dilani.perera2893@gmail.com,0739509332
ORD08033,CUST2893,Dilani Perera,Female,Shorts,Kids,Bottoms,5,4836,24180,3/31/22,dilani.perera2893@gmail.com,0739509332
ORD08034,CUST2893,Dilani Perera,Female,Dress,Kids,Dresses_and_Sarees,2,1694,3388,9/7/23,dilani.perera2893@gmail.com,0739509332
ORD08035,CUST2894,Sanduni Rajapakse,Female,Leggings,Women,Bottoms,3,1710,5130,2/5/24,sanduni.rajapakse2894@gmail.com,0719579552
ORD08036,CUST2894,Sanduni Rajapakse,Female,Leggings,Women,Bottoms,4,3107,12428,7/14/23,sanduni.rajapakse2894@gmail.com,0719579552
ORD08037,CUST2895,Bandara Jayasinghe,Male,Jacket,Men,Outerwear,3,4239,12717,10/18/24,bandara.jayasinghe2895@gmail.com,0782150383
ORD08038,CUST2895,Bandara Jayasinghe,Male,T-shirt,Kids,Tops,1,3029,3029,6/13/23,bandara.jayasinghe2895@gmail.com,0782150383
ORD08039,CUST2895,Bandara Jayasinghe,Male,Trousers,Men,Bottoms,1,1154,1154,3/15/25,bandara.jayasinghe2895@gmail.com,0782150383
ORD08040,CUST2895,Bandara Jayasinghe,Male,Trousers,Men,Bottoms,1,4888,4888,6/1/25,bandara.jayasinghe2895@gmail.com,0782150383
ORD08041,CUST2895,Bandara Jayasinghe,Male,Trousers,Men,Bottoms,4,2135,8540,3/5/24,bandara.jayasinghe2895@gmail.com,0782150383
ORD08042,CUST2896,Saman Jayasinghe,Male,Jeans,Men,,4,1391,5564,5/21/25,saman.jayasinghe2896@gmail.com,0706909511
ORD08043,CUST2896,Saman Jayasinghe,Male,T-shirt,Kids,Tops,2,4939,9878,12/6/24,saman.jayasinghe2896@gmail.com,0706909511
ORD08044,CUST2897,Piumi Fernando,Female,T-shirt,Kids,Tops,2,885,1770,7/29/24,piumi.fernando2897@gmail.com,0770654577
ORD08045,CUST2898,Lalith Silva,Male,Trousers,Men,Bottoms,4,1270,5080,5/18/24,lalith.silva2898@gmail.com,0769397672
ORD08046,CUST2898,Lalith Silva,Male,Shirt,Men,Tops,4,4690,18760,4/26/23,lalith.silva2898@gmail.com,0769397672
ORD08047,CUST2898,Lalith Silva,Male,T-shirt,Kids,Tops,3,3634,10902,6/8/23,lalith.silva2898@gmail.com,0769397672
ORD08048,CUST2899,Amal Silva,Male,Dress,Kids,Dresses_and_Sarees,4,2919,11676,9/30/24,amal.silva2899@gmail.com,0789937495
ORD08049,CUST2900,Piumi Perera,Female,T-shirt,Kids,Tops,2,571,1142,1/11/22,piumi.perera2900@gmail.com,0708159575
ORD08050,CUST2900,Piumi Perera,Female,T-shirt,Kids,Tops,4,1742,6968,7/14/25,piumi.perera2900@gmail.com,0708159575
ORD08051,CUST2900,Piumi Perera,Female,Skirt,Women,Bottoms,4,1701,6804,2/5/22,piumi.perera2900@gmail.com,0708159575
ORD08052,CUST2901,Dilani Jayasinghe,Female,T-shirt,Kids,Tops,1,3775,3775,2/8/23,dilani.jayasinghe2901@gmail.com,0701817833
ORD08053,CUST2902,Lakshmi Perera,Female,T-shirt,Kids,Tops,1,2657,2657,8/14/23,lakshmi.perera2902@gmail.com,0718915503
ORD08054,CUST2903,Lalith Rajapakse,Male,Shirt,Men,Tops,1,555,555,2/5/25,lalith.rajapakse2903@gmail.com,0748429450
ORD08055,CUST2903,Lalith Rajapakse,Male,Trousers,Men,Bottoms,1,3254,3254,4/18/25,lalith.rajapakse2903@gmail.com,0748429450
ORD08056,CUST2903,Lalith Rajapakse,Male,T-shirt,Kids,Tops,3,2945,8835,10/17/24,lalith.rajapakse2903@gmail.com,0748429450
ORD08057,CUST2903,Lalith Rajapakse,Male,Shorts,Men,Bottoms,3,857,2571,2/15/23,lalith.rajapakse2903@gmail.com,0748429450
ORD08058,CUST2903,Lalith Rajapakse,Male,Trousers,Men,Bottoms,3,1897,5691,1/19/24,lalith.rajapakse2903@gmail.com,0748429450
ORD08059,CUST2905,Sarath Rajapakse,Male,Shirt,Men,Tops,1,3321,3321,8/23/24,sarath.rajapakse2905@gmail.com,0793594061
ORD08060,CUST2905,Sarath Rajapakse,Male,Trousers,Men,Bottoms,1,4192,4192,4/23/25,sarath.rajapakse2905@gmail.com,0793594061
ORD08061,CUST2906,Saman Rajapakse,Male,T-shirt,Kids,Tops,5,4111,20555,11/29/24,saman.rajapakse2906@gmail.com,0741361702
ORD08062,CUST2906,Saman Rajapakse,Male,Jeans,Men,,1,4865,4865,9/21/22,saman.rajapakse2906@gmail.com,0741361702
ORD08063,CUST2906,Saman Rajapakse,Male,T-shirt,Kids,Tops,5,3094,15470,10/15/24,saman.rajapakse2906@gmail.com,0741361702
ORD08064,CUST2906,Saman Rajapakse,Male,Dress,Kids,Dresses_and_Sarees,2,4795,9590,5/2/24,saman.rajapakse2906@gmail.com,0741361702
ORD08065,CUST2907,Nisha Bandara,Female,T-shirt,Kids,Tops,4,2993,11972,9/29/24,nisha.bandara2907@gmail.com,0700478471
ORD08066,CUST2907,Nisha Bandara,Female,Dress,Women,Dresses_and_Sarees,1,3685,3685,10/13/23,nisha.bandara2907@gmail.com,0700478471
ORD08067,CUST2907,Nisha Bandara,Female,Skirt,Women,Bottoms,3,3188,9564,3/3/25,nisha.bandara2907@gmail.com,0700478471
ORD08068,CUST2907,Nisha Bandara,Female,Shorts,Kids,Bottoms,2,3194,6388,9/6/23,nisha.bandara2907@gmail.com,0700478471
ORD08069,CUST2908,Sarath Jayasinghe,Male,Shorts,Kids,Bottoms,3,4162,12486,12/24/24,sarath.jayasinghe2908@gmail.com,0793650007
ORD08070,CUST2908,Sarath Jayasinghe,Male,Shorts,Men,Bottoms,4,1174,4696,4/19/23,sarath.jayasinghe2908@gmail.com,0793650007
ORD08071,CUST2909,Lakshmi Silva,Female,Leggings,Women,Bottoms,1,4532,4532,2/16/23,lakshmi.silva2909@gmail.com,0747093144
ORD08072,CUST2909,Lakshmi Silva,Female,Saree,Women,Dresses_and_Sarees,5,3998,19990,1/9/24,lakshmi.silva2909@gmail.com,0747093144
ORD08073,CUST2909,Lakshmi Silva,Female,Shorts,Kids,Bottoms,3,3639,10917,1/1/25,lakshmi.silva2909@gmail.com,0747093144
ORD08074,CUST2910,Piumi Perera,Female,T-shirt,Kids,Tops,3,1672,5016,4/12/25,piumi.perera2910@gmail.com,0721731103
ORD08075,CUST2910,Piumi Perera,Female,Shorts,Kids,Bottoms,1,4612,4612,6/6/22,piumi.perera2910@gmail.com,0721731103
ORD08076,CUST2910,Piumi Perera,Female,Dress,Women,Dresses_and_Sarees,1,2287,2287,1/3/22,piumi.perera2910@gmail.com,0721731103
ORD08077,CUST2911,Kamal Fernando,Male,Jacket,Men,Outerwear,5,4026,20130,4/20/25,kamal.fernando2911@gmail.com,0701583488
ORD08078,CUST2911,Kamal Fernando,Male,Jacket,Men,Outerwear,3,1022,3066,5/29/25,kamal.fernando2911@gmail.com,0701583488
ORD08079,CUST2912,Tharindu Fernando,Female,Skirt,Women,Bottoms,3,2712,8136,6/26/24,tharindu.fernando2912@gmail.com,0790529287
ORD08080,CUST2912,Tharindu Fernando,Female,T-shirt,Kids,Tops,3,4181,12543,1/16/24,tharindu.fernando2912@gmail.com,0790529287
ORD08081,CUST2913,Dilani Fernando,Female,Kurta,Women,Tops,5,600,3000,10/17/23,dilani.fernando2913@gmail.com,0756605095
ORD08082,CUST2913,Dilani Fernando,Female,T-shirt,Kids,Tops,2,548,1096,11/11/23,dilani.fernando2913@gmail.com,0756605095
ORD08083,CUST2913,Dilani Fernando,Female,Saree,Women,Dresses_and_Sarees,2,752,1504,3/20/22,dilani.fernando2913@gmail.com,0756605095
ORD08084,CUST2913,Dilani Fernando,Female,Dress,Kids,Dresses_and_Sarees,1,3499,3499,4/2/24,dilani.fernando2913@gmail.com,0756605095
ORD08085,CUST2913,Dilani Fernando,Female,Shorts,Kids,Bottoms,3,4330,12990,10/15/24,dilani.fernando2913@gmail.com,0756605095
ORD08086,CUST2913,Dilani Fernando,Female,Dress,Kids,Dresses_and_Sarees,1,2802,2802,5/13/22,dilani.fernando2913@gmail.com,0756605095
ORD08087,CUST2913,Dilani Fernando,Female,Shorts,Kids,Bottoms,4,3604,14416,2/7/23,dilani.fernando2913@gmail.com,0756605095
ORD08088,CUST2914,Saman Perera,Male,Jacket,Men,Outerwear,4,4379,17516,9/13/24,saman.perera2914@gmail.com,0799152329
ORD08089,CUST2914,Saman Perera,Male,Shorts,Kids,Bottoms,4,4927,19708,7/2/22,saman.perera2914@gmail.com,0799152329
ORD08090,CUST2915,Ayesha Ranasinghe,Female,T-shirt,Kids,Tops,4,1987,7948,10/5/22,ayesha.ranasinghe2915@gmail.com,0773780812
ORD08091,CUST2915,Ayesha Ranasinghe,Female,Shorts,Kids,Bottoms,2,1345,2690,10/3/23,ayesha.ranasinghe2915@gmail.com,0773780812
ORD08092,CUST2915,Ayesha Ranasinghe,Female,T-shirt,Kids,Tops,3,2378,7134,4/1/23,ayesha.ranasinghe2915@gmail.com,0773780812
ORD08093,CUST2915,Ayesha Ranasinghe,Female,T-shirt,Kids,Tops,1,2315,2315,6/28/25,ayesha.ranasinghe2915@gmail.com,0773780812
ORD08094,CUST2915,Ayesha Ranasinghe,Female,Blouse,Women,,4,4818,19272,1/16/25,ayesha.ranasinghe2915@gmail.com,0773780812
ORD08095,CUST2916,Tharindu Ranasinghe,Female,T-shirt,Kids,Tops,3,1240,3720,5/22/24,tharindu.ranasinghe2916@gmail.com,0713449654
ORD08096,CUST2916,Tharindu Ranasinghe,Female,Dress,Women,Dresses_and_Sarees,2,4732,9464,10/6/24,tharindu.ranasinghe2916@gmail.com,0713449654
ORD08097,CUST2916,Tharindu Ranasinghe,Female,Dress,Women,Dresses_and_Sarees,1,4238,4238,2/9/22,tharindu.ranasinghe2916@gmail.com,0713449654
ORD08098,CUST2916,Tharindu Ranasinghe,Female,Saree,Women,Dresses_and_Sarees,1,1360,1360,4/29/24,tharindu.ranasinghe2916@gmail.com,0713449654
ORD08099,CUST2917,Amal Silva,Male,Jeans,Men,,1,517,517,2/18/22,amal.silva2917@gmail.com,0749570692
ORD08100,CUST2917,Amal Silva,Male,T-shirt,Men,Tops,4,2652,10608,8/30/22,amal.silva2917@gmail.com,0749570692
ORD08101,CUST2917,Amal Silva,Male,Shorts,Kids,Bottoms,4,2084,8336,3/10/22,amal.silva2917@gmail.com,0749570692
ORD08102,CUST2918,Ranjith Silva,Male,Trousers,Men,Bottoms,2,1009,2018,6/21/23,ranjith.silva2918@gmail.com,0708966822
ORD08103,CUST2918,Ranjith Silva,Male,Jacket,Men,Outerwear,3,670,2010,7/24/23,ranjith.silva2918@gmail.com,0708966822
ORD08104,CUST2918,Ranjith Silva,Male,Dress,Kids,Dresses_and_Sarees,3,3736,11208,7/10/22,ranjith.silva2918@gmail.com,0708966822
ORD08105,CUST2919,Sarath Ranasinghe,Male,T-shirt,Kids,Tops,5,2863,14315,6/25/22,sarath.ranasinghe2919@gmail.com,0782219486
ORD08106,CUST2919,Sarath Ranasinghe,Male,Shorts,Men,Bottoms,1,3298,3298,10/10/22,sarath.ranasinghe2919@gmail.com,0782219486
ORD08107,CUST2919,Sarath Ranasinghe,Male,Shorts,Men,Bottoms,1,4451,4451,8/23/22,sarath.ranasinghe2919@gmail.com,0782219486
ORD08108,CUST2919,Sarath Ranasinghe,Male,T-shirt,Men,Tops,1,693,693,6/1/25,sarath.ranasinghe2919@gmail.com,0782219486
ORD08109,CUST2920,Nadeesha Gunawardena,Female,Saree,Women,Dresses_and_Sarees,1,3829,3829,11/25/23,nadeesha.gunawardena2920@gmail.com,0704737487
ORD08110,CUST2920,Nadeesha Gunawardena,Female,Kurta,Women,Tops,2,4005,8010,12/23/23,nadeesha.gunawardena2920@gmail.com,0704737487
