Store_ID,Order_ID,Bill_ID,Customer_ID,Customer_Name,Gender,City,Product_ID,Product_Name,Product_Category,Clothing_Category,Quantity,Price_LKR,Total_Amount_LKR,Date,Time,Payment_Method
5,ORD14929,BILL14929,CUST5337,Bandara Gunawardena,Male,Colombo,m-2002,Jeans,Men,,5,1396,6980,2023-04-25,17:28:46,Credit Card
1,ORD25025,BILL25025,CUST8941,Ranjith Gunawardena,Male,Kandy,m-2002,Jeans,Men,,3,2141,6423,2022-10-11,06:02:29,Cash
7,ORD20399,BILL20399,CUST7269,Saman Gunawardena,Male,Ratnapura,k-1001,T-shirt,Kids,Tops,3,587,1761,2023-05-11,13:10:48,Cash
8,ORD03317,BILL03317,CUST1176,Nimal Bandara,Male,Jaffna,k-3001,Dress,Kids,Dresses_and_Sarees,1,1904,1904,2024-12-14,22:39:48,Debit Card
4,ORD27339,BILL27339,CUST9761,Dilani Jayasinghe,Female,Galle,k-1001,T-shirt,Kids,Tops,1,948,948,2022-01-11,22:54:12,Credit Card
3,ORD10899,BILL10899,CUST3925,Nimal Gunawardena,Male,Gampaha,m-4001,Jacket,Men,Outerwear,2,3243,6486,2022-05-30,09:26:33,Credit Card
10,ORD18942,BILL18942,CUST6759,Nadeesha Fernando,Female,Kandy,k-3001,Dress,Kids,Dresses_and_Sarees,1,3690,3690,2024-06-01,23:26:58,Cash
4,ORD24128,BILL24128,CUST8619,Ranjith Gunawardena,Male,Jaffna,m-2002,Jeans,Men,,2,3680,7360,2024-07-20,14:16:45,Debit Card
2,ORD09435,BILL09435,CUST3394,Sanduni Perera,Female,Polonnaruwa,k-2001,Shorts,Kids,Bottoms,5,4087,20435,2023-01-18,14:43:10,Credit Card
3,ORD02141,BILL02141,CUST0752,Lakshmi Bandara,Female,Anuradhapura,k-3001,Dress,Kids,Dresses_and_Sarees,4,4665,18660,2022-05-16,14:01:43,Credit Card
9,ORD00937,BILL00937,CUST0342,Dilani Perera,Female,Kurunegala,k-1001,T-shirt,Kids,Tops,2,1813,3626,2025-05-23,11:43:06,Credit Card
10,ORD01413,BILL01413,CUST0512,Bandara Bandara,Male,Polonnaruwa,m-2002,Jeans,Men,,3,3350,10050,2024-02-19,11:29:38,Credit Card
4,ORD14504,BILL14504,CUST5180,Dilani Jayasinghe,Female,Kandy,w-1005,Kurta,Women,Tops,1,4044,4044,2022-11-24,11:21:37,Credit Card
2,ORD04581,BILL04581,CUST1647,Nimal Fernando,Male,Jaffna,k-3001,Dress,Kids,Dresses_and_Sarees,3,4762,14286,2023-10-26,22:56:18,Cash
9,ORD13416,BILL13416,CUST4809,Tharindu Rajapakse,Female,Matara,w-1005,Kurta,Women,Tops,1,1207,1207,2024-11-02,11:59:50,Debit Card
7,ORD09937,BILL09937,CUST3571,Dilani Rajapakse,Female,Kurunegala,w-2005,Leggings,Women,Bottoms,2,2356,4712,2025-06-24,21:50:15,Credit Card
10,ORD00753,BILL00753,CUST0272,Nisha Fernando,Female,Kurunegala,w-3003,Saree,Women,Dresses_and_Sarees,4,3666,14664,2023-08-13,11:21:27,Debit Card
4,ORD07537,BILL07537,CUST2716,Nimal Bandara,Male,Colombo,m-1003,T-shirt,Men,Tops,4,4324,17296,2025-07-30,12:31:04,Credit Card
1,ORD21085,BILL21085,CUST7523,Lalith Ranasinghe,Male,Negombo,k-2001,Shorts,Kids,Bottoms,5,1125,5625,2024-03-29,01:42:43,Cash
10,ORD12573,BILL12573,CUST4502,Nimal Rajapakse,Male,Anuradhapura,m-1002,Shirt,Men,Tops,1,3051,3051,2022-12-04,16:59:50,Credit Card
2,ORD01902,BILL01902,CUST0672,Sarath Ranasinghe,Male,Colombo,k-2001,Shorts,Kids,Bottoms,5,4638,23190,2025-06-15,09:27:35,Debit Card
4,ORD16148,BILL16148,CUST5774,Lakshmi Ranasinghe,Female,Galle,k-1001,T-shirt,Kids,Tops,3,3662,10986,2023-01-10,21:16:33,Credit Card
10,ORD07725,BILL07725,CUST2783,Saman Bandara,Male,Gampaha,k-2001,Shorts,Kids,Bottoms,3,2932,8796,2023-08-18,09:05:12,Credit Card
3,ORD18842,BILL18842,CUST6722,Nadeesha Bandara,Female,Jaffna,w-2005,Leggings,Women,Bottoms,5,4814,24070,2024-05-06,15:50:56,Debit Card
3,ORD12029,BILL12029,CUST4307,Kamal Jayasinghe,Male,Kandy,k-3001,Dress,Kids,Dresses_and_Sarees,2,3053,6106,2022-04-18,16:38:51,Debit Card
6,ORD08092,BILL08092,CUST2915,Ayesha Ranasinghe,Female,Matara,k-1001,T-shirt,Kids,Tops,3,2378,7134,2023-04-01,12:09:51,Credit Card
9,ORD10273,BILL10273,CUST3699,Nadeesha Fernando,Female,Kandy,k-1001,T-shirt,Kids,Tops,4,3955,15820,2023-04-29,21:25:56,Debit Card
3,ORD11732,BILL11732,CUST4202,Saman Gunawardena,Male,Polonnaruwa,k-1001,T-shirt,Kids,Tops,3,845,2535,2024-06-22,07:53:39,Cash
9,ORD03663,BILL03663,CUST1304,Tharindu Silva,Female,Polonnaruwa,k-3001,Dress,Kids,Dresses_and_Sarees,2,3390,6780,2024-11-14,07:03:04,Cash
9,ORD23605,BILL23605,CUST8431,Sanduni Bandara,Female,Gampaha,k-1001,T-shirt,Kids,Tops,4,1583,6332,2022-01-16,04:56:26,Credit Card
8,ORD25015,BILL25015,CUST8939,Bandara Bandara,Male,Jaffna,m-1002,Shirt,Men,Tops,2,1234,2468,2024-12-24,12:34:43,Credit Card
5,ORD22953,BILL22953,CUST8194,Nisha Bandara,Female,Kandy,k-2001,Shorts,Kids,Bottoms,1,3655,3655,2022-03-08,13:35:18,Credit Card
10,ORD13988,BILL13988,CUST5010,Tharindu Perera,Female,Polonnaruwa,w-2006,Skirt,Women,Bottoms,2,2304,4608,2025-06-29,19:34:15,Cash
3,ORD20748,BILL20748,CUST7395,Nimal Rajapakse,Male,Kurunegala,k-2001,Shorts,Kids,Bottoms,2,1544,3088,2025-03-15,00:34:13,Debit Card
2,ORD21094,BILL21094,CUST7527,Bandara Ranasinghe,Male,Negombo,m-2002,Jeans,Men,,4,865,3460,2025-02-19,23:03:46,Credit Card
3,ORD12565,BILL12565,CUST4499,Nimal Bandara,Male,Jaffna,k-2001,Shorts,Kids,Bottoms,5,3425,17125,2023-02-04,09:20:45,Credit Card
3,ORD08677,BILL08677,CUST3127,Ayesha Rajapakse,Female,Ratnapura,k-3001,Dress,Kids,Dresses_and_Sarees,1,2716,2716,2022-01-25,14:53:54,Credit Card
3,ORD02745,BILL02745,CUST0962,Kamal Fernando,Male,Polonnaruwa,k-1001,T-shirt,Kids,Tops,1,3567,3567,2024-12-18,11:38:49,Credit Card
5,ORD16952,BILL16952,CUST6062,Nisha Fernando,Female,Negombo,k-3001,Dress,Kids,Dresses_and_Sarees,3,1365,4095,2023-10-14,17:01:49,Credit Card
7,ORD21512,BILL21512,CUST7680,Nimal Perera,Male,Gampaha,m-2004,Trousers,Men,Bottoms,1,3829,3829,2025-01-20,06:06:05,Cash
10,ORD06033,BILL06033,CUST2169,Sarath Gunawardena,Male,Colombo,m-4001,Jacket,Men,Outerwear,4,986,3944,2024-09-12,23:30:23,Cash
2,ORD12221,BILL12221,CUST4372,Bandara Silva,Male,Kandy,k-3001,Dress,Kids,Dresses_and_Sarees,3,1610,4830,2022-07-21,17:05:17,Debit Card
7,ORD06401,BILL06401,CUST2306,Sarath Ranasinghe,Male,Polonnaruwa,k-1001,T-shirt,Kids,Tops,1,1417,1417,2025-05-29,10:02:15,Credit Card
8,ORD01570,BILL01570,CUST0560,Sarath Perera,Male,Negombo,k-3001,Dress,Kids,Dresses_and_Sarees,1,2548,2548,2022-08-15,22:20:20,Credit Card
9,ORD19621,BILL19621,CUST6997,Saman Bandara,Male,Kurunegala,m-1003,T-shirt,Men,Tops,3,3597,10791,2023-04-22,17:36:05,Credit Card
7,ORD16946,BILL16946,CUST6060,Nimal Bandara,Male,Ratnapura,m-1003,T-shirt,Men,Tops,2,4386,8772,2024-12-17,03:14:22,Credit Card
9,ORD00097,BILL00097,CUST0041,Lakshmi Bandara,Female,Kurunegala,k-3001,Dress,Kids,Dresses_and_Sarees,5,1639,8195,2023-07-23,02:36:03,Cash
3,ORD09285,BILL09285,CUST3343,Kamal Jayasinghe,Male,Jaffna,m-2002,Jeans,Men,,4,2865,11460,2025-07-23,23:24:31,Cash
5,ORD09643,BILL09643,CUST3466,Amal Silva,Male,Jaffna,m-4001,Jacket,Men,Outerwear,3,510,1530,2024-07-19,04:43:39,Debit Card
4,ORD19044,BILL19044,CUST6794,Bandara Rajapakse,Male,Negombo,k-1001,T-shirt,Kids,Tops,2,3145,6290,2024-07-08,01:53:08,Cash
7,ORD11389,BILL11389,CUST4091,Bandara Ranasinghe,Male,Colombo,m-1003,T-shirt,Men,Tops,1,4099,4099,2025-04-16,21:05:25,Credit Card
5,ORD05366,BILL05366,CUST1928,Ayesha Ranasinghe,Female,Kandy,w-1005,Kurta,Women,Tops,2,1303,2606,2023-03-09,21:19:50,Cash
4,ORD13203,BILL13203,CUST4721,Piumi Ranasinghe,Female,Negombo,w-1005,Kurta,Women,Tops,1,2839,2839,2024-06-27,14:21:26,Cash
4,ORD12888,BILL12888,CUST4608,Sarath Bandara,Male,Negombo,k-3001,Dress,Kids,Dresses_and_Sarees,5,3928,19640,2024-05-23,17:00:17,Debit Card
9,ORD22765,BILL22765,CUST8130,Kamal Fernando,Male,Negombo,m-1002,Shirt,Men,Tops,5,2005,10025,2023-06-25,08:39:45,Debit Card
3,ORD09543,BILL09543,CUST3427,Sarath Silva,Male,Galle,m-4001,Jacket,Men,Outerwear,2,2709,5418,2024-01-22,23:01:03,Debit Card
5,ORD20905,BILL20905,CUST7460,Sarath Gunawardena,Male,Matara,m-1002,Shirt,Men,Tops,2,867,1734,2024-07-24,00:23:54,Debit Card
4,ORD06152,BILL06152,CUST2211,Dilani Perera,Female,Matara,k-1001,T-shirt,Kids,Tops,1,3083,3083,2022-07-03,09:11:42,Cash
3,ORD10506,BILL10506,CUST3781,Lalith Jayasinghe,Male,Negombo,m-1002,Shirt,Men,Tops,1,2701,2701,2022-06-30,22:23:51,Cash
4,ORD09335,BILL09335,CUST3361,Amal Rajapakse,Male,Colombo,k-2001,Shorts,Kids,Bottoms,4,4788,19152,2024-10-28,21:11:49,Debit Card
5,ORD13727,BILL13727,CUST4919,Lakshmi Fernando,Female,Matara,k-3001,Dress,Kids,Dresses_and_Sarees,1,3019,3019,2024-05-23,18:38:16,Credit Card
2,ORD27951,BILL27951,CUST9982,Sanduni Perera,Female,Ratnapura,w-1004,Blouse,Women,,1,501,501,2022-01-29,14:04:54,Cash
3,ORD03902,BILL03902,CUST1393,Kamal Silva,Male,Matara,k-2001,Shorts,Kids,Bottoms,5,2090,10450,2023-08-27,23:07:02,Debit Card
9,ORD27102,BILL27102,CUST9685,Ayesha Fernando,Female,Galle,k-1001,T-shirt,Kids,Tops,1,2100,2100,2023-03-03,00:45:48,Credit Card
10,ORD08414,BILL08414,CUST3033,Lalith Fernando,Male,Anuradhapura,k-1001,T-shirt,Kids,Tops,1,2323,2323,2025-01-16,06:44:41,Debit Card
6,ORD16791,BILL16791,CUST6003,Sarath Fernando,Male,Anuradhapura,m-2002,Jeans,Men,,5,3284,16420,2022-07-03,13:12:46,Debit Card
1,ORD18677,BILL18677,CUST6668,Tharindu Fernando,Female,Ratnapura,w-1005,Kurta,Women,Tops,2,3663,7326,2022-09-07,15:44:18,Credit Card
1,ORD19941,BILL19941,CUST7109,Sanduni Perera,Female,Polonnaruwa,k-3001,Dress,Kids,Dresses_and_Sarees,3,2220,6660,2025-04-20,01:33:57,Credit Card
3,ORD13261,BILL13261,CUST4742,Ayesha Silva,Female,Jaffna,w-2005,Leggings,Women,Bottoms,2,3877,7754,2023-08-27,21:12:38,Credit Card
9,ORD11809,BILL11809,CUST4233,Ayesha Ranasinghe,Female,Galle,k-1001,T-shirt,Kids,Tops,4,4096,16384,2023-05-28,16:17:59,Credit Card
6,ORD27993,BILL27993,CUST9997,Bandara Gunawardena,Male,Negombo,k-3001,Dress,Kids,Dresses_and_Sarees,2,4795,9590,2024-03-10,16:51:10,Credit Card
8,ORD11019,BILL11019,CUST3963,Sarath Jayasinghe,Male,Polonnaruwa,m-2004,Trousers,Men,Bottoms,3,3568,10704,2024-02-11,02:20:07,Credit Card
7,ORD09823,BILL09823,CUST3535,Piumi Jayasinghe,Female,Polonnaruwa,k-1001,T-shirt,Kids,Tops,5,4483,22415,2022-04-08,06:42:06,Cash
4,ORD03596,BILL03596,CUST1278,Sanduni Jayasinghe,Female,Gampaha,k-3001,Dress,Kids,Dresses_and_Sarees,2,1055,2110,2023-03-03,22:26:49,Credit Card
1,ORD03779,BILL03779,CUST1343,Ranjith Bandara,Male,Ratnapura,m-4001,Jacket,Men,Outerwear,4,2232,8928,2024-09-10,22:03:00,Cash
8,ORD26361,BILL26361,CUST9417,Sanduni Ranasinghe,Female,Polonnaruwa,w-1004,Blouse,Women,,5,2610,13050,2023-07-12,13:04:28,Credit Card
6,ORD01046,BILL01046,CUST0384,Piumi Perera,Female,Polonnaruwa,w-1005,Kurta,Women,Tops,3,731,2193,2025-06-14,13:21:08,Credit Card
5,ORD24104,BILL24104,CUST8611,Nisha Fernando,Female,Galle,k-3001,Dress,Kids,Dresses_and_Sarees,4,1824,7296,2023-12-31,15:47:14,Credit Card
8,ORD02276,BILL02276,CUST0795,Piumi Bandara,Female,Kalutara,k-1001,T-shirt,Kids,Tops,5,1998,9990,2023-09-08,10:32:39,Credit Card
3,ORD09923,BILL09923,CUST3566,Nadeesha Ranasinghe,Female,Kalutara,k-3001,Dress,Kids,Dresses_and_Sarees,2,1127,2254,2022-05-13,00:41:59,Debit Card
8,ORD12767,BILL12767,CUST4564,Sanduni Jayasinghe,Female,Galle,w-3003,Saree,Women,Dresses_and_Sarees,5,4411,22055,2024-03-13,15:23:59,Cash
5,ORD14879,BILL14879,CUST5321,Dilani Silva,Female,Negombo,k-2001,Shorts,Kids,Bottoms,3,3879,11637,2024-11-19,06:20:14,Credit Card
10,ORD21115,BILL21115,CUST7534,Sarath Silva,Male,Gampaha,m-4001,Jacket,Men,Outerwear,1,4901,4901,2022-05-01,12:04:17,Debit Card
5,ORD26618,BILL26618,CUST9507,Piumi Perera,Female,Anuradhapura,k-1001,T-shirt,Kids,Tops,3,2769,8307,2022-03-17,14:06:03,Credit Card
2,ORD14612,BILL14612,CUST5217,Tharindu Perera,Female,Colombo,w-1004,Blouse,Women,,4,2103,8412,2023-06-24,21:33:06,Cash
10,ORD04895,BILL04895,CUST1759,Lalith Silva,Male,Polonnaruwa,m-2004,Trousers,Men,Bottoms,2,4156,8312,2025-02-16,10:10:12,Credit Card
3,ORD26607,BILL26607,CUST9504,Kamal Jayasinghe,Male,Jaffna,k-1001,T-shirt,Kids,Tops,5,1203,6015,2024-07-03,09:34:43,Debit Card
4,ORD05465,BILL05465,CUST1963,Sarath Rajapakse,Male,Matara,k-2001,Shorts,Kids,Bottoms,5,4960,24800,2022-02-13,03:48:38,Cash
1,ORD09374,BILL09374,CUST3374,Piumi Fernando,Female,Polonnaruwa,w-1005,Kurta,Women,Tops,1,1913,1913,2022-07-29,16:10:04,Credit Card
9,ORD22171,BILL22171,CUST7916,Nimal Gunawardena,Male,Colombo,k-1001,T-shirt,Kids,Tops,5,2733,13665,2022-11-19,07:34:05,Debit Card
7,ORD20124,BILL20124,CUST7174,Sarath Perera,Male,Kandy,m-1002,Shirt,Men,Tops,5,608,3040,2023-12-14,08:39:31,Cash
7,ORD23809,BILL23809,CUST8506,Amal Silva,Male,Kurunegala,m-2002,Jeans,Men,,2,1244,2488,2022-08-14,21:16:25,Debit Card
7,ORD19512,BILL19512,CUST6957,Nisha Bandara,Female,Ratnapura,w-1004,Blouse,Women,,1,4980,4980,2023-08-31,15:11:21,Debit Card
9,ORD06129,BILL06129,CUST2202,Piumi Rajapakse,Female,Kandy,w-1005,Kurta,Women,Tops,5,2116,10580,2022-04-14,18:11:38,Debit Card
1,ORD17837,BILL17837,CUST6367,Lakshmi Bandara,Female,Kandy,w-2005,Leggings,Women,Bottoms,3,1046,3138,2023-06-17,01:02:08,Debit Card
1,ORD21775,BILL21775,CUST7771,Nadeesha Gunawardena,Female,Negombo,w-3003,Saree,Women,Dresses_and_Sarees,5,1452,7260,2022-12-05,08:40:07,Credit Card
8,ORD23023,BILL23023,CUST8217,Nimal Gunawardena,Male,Gampaha,m-1003,T-shirt,Men,Tops,5,1509,7545,2024-04-12,14:15:35,Debit Card
8,ORD20833,BILL20833,CUST7426,Saman Bandara,Male,Ratnapura,k-2001,Shorts,Kids,Bottoms,3,3864,11592,2024-11-04,22:55:05,Debit Card
3,ORD20869,BILL20869,CUST7442,Nisha Rajapakse,Female,Negombo,k-1001,T-shirt,Kids,Tops,5,4448,22240,2024-04-19,03:16:55,Cash
1,ORD12258,BILL12258,CUST4385,Piumi Rajapakse,Female,Matara,k-3001,Dress,Kids,Dresses_and_Sarees,5,1014,5070,2022-07-21,20:10:28,Cash
5,ORD09802,BILL09802,CUST3525,Saman Perera,Male,Kandy,k-1001,T-shirt,Kids,Tops,5,2330,11650,2025-07-27,22:27:43,Cash
2,ORD14330,BILL14330,CUST5123,Sarath Silva,Male,Kandy,m-2002,Jeans,Men,,1,2732,2732,2022-12-03,16:51:21,Credit Card
3,ORD23662,BILL23662,CUST8449,Bandara Ranasinghe,Male,Polonnaruwa,k-3001,Dress,Kids,Dresses_and_Sarees,5,812,4060,2024-02-13,05:05:17,Credit Card
2,ORD22921,BILL22921,CUST8181,Bandara Jayasinghe,Male,Matara,k-3001,Dress,Kids,Dresses_and_Sarees,2,2678,5356,2024-06-12,07:35:09,Credit Card
1,ORD11041,BILL11041,CUST3970,Bandara Rajapakse,Male,Anuradhapura,k-2001,Shorts,Kids,Bottoms,4,4761,19044,2024-12-31,13:49:55,Debit Card
10,ORD11254,BILL11254,CUST4047,Ayesha Rajapakse,Female,Matara,k-1001,T-shirt,Kids,Tops,1,4235,4235,2022-08-21,16:18:34,Credit Card
5,ORD25385,BILL25385,CUST9064,Kamal Silva,Male,Matara,k-2001,Shorts,Kids,Bottoms,2,1149,2298,2024-07-18,05:42:19,Debit Card
6,ORD25239,BILL25239,CUST9013,Tharindu Bandara,Female,Galle,w-1005,Kurta,Women,Tops,4,2991,11964,2022-02-07,09:27:32,Credit Card
8,ORD01611,BILL01611,CUST0574,Dilani Fernando,Female,Kandy,k-2001,Shorts,Kids,Bottoms,1,3406,3406,2022-07-15,08:58:11,Credit Card
3,ORD09998,BILL09998,CUST3593,Nimal Bandara,Male,Ratnapura,k-1001,T-shirt,Kids,Tops,1,3929,3929,2024-07-17,12:01:01,Cash
3,ORD12111,BILL12111,CUST4333,Sanduni Perera,Female,Ratnapura,k-3001,Dress,Kids,Dresses_and_Sarees,1,2454,2454,2024-11-20,15:07:58,Debit Card
10,ORD15495,BILL15495,CUST5532,Dilani Silva,Female,Anuradhapura,w-3002,Dress,Women,Dresses_and_Sarees,4,4527,18108,2025-03-02,01:15:38,Credit Card
4,ORD06779,BILL06779,CUST2432,Amal Fernando,Male,Jaffna,k-2001,Shorts,Kids,Bottoms,4,2240,8960,2025-02-18,17:08:45,Credit Card
10,ORD22106,BILL22106,CUST7891,Nimal Rajapakse,Male,Kalutara,m-2003,Shorts,Men,Bottoms,3,1472,4416,2023-09-05,08:02:09,Credit Card
7,ORD10722,BILL10722,CUST3865,Nadeesha Ranasinghe,Female,Anuradhapura,w-1004,Blouse,Women,,5,4382,21910,2022-04-25,16:48:54,Debit Card
4,ORD23425,BILL23425,CUST8361,Dilani Ranasinghe,Female,Matara,k-2001,Shorts,Kids,Bottoms,1,4176,4176,2025-05-26,07:46:07,Credit Card
5,ORD14981,BILL14981,CUST5356,Lalith Silva,Male,Anuradhapura,m-4001,Jacket,Men,Outerwear,2,2696,5392,2024-04-05,13:22:55,Debit Card
3,ORD02384,BILL02384,CUST0836,Sarath Gunawardena,Male,Jaffna,m-4001,Jacket,Men,Outerwear,1,2474,2474,2024-05-01,08:51:54,Credit Card
3,ORD19003,BILL19003,CUST6780,Nisha Perera,Female,Kalutara,k-2001,Shorts,Kids,Bottoms,4,3596,14384,2024-07-09,01:59:08,Credit Card
6,ORD05389,BILL05389,CUST1937,Kamal Ranasinghe,Male,Ratnapura,k-3001,Dress,Kids,Dresses_and_Sarees,3,1918,5754,2022-07-27,13:46:54,Credit Card
5,ORD21601,BILL21601,CUST7713,Nisha Rajapakse,Female,Kalutara,k-1001,T-shirt,Kids,Tops,5,1473,7365,2024-05-26,02:42:17,Debit Card
5,ORD27026,BILL27026,CUST9659,Sarath Rajapakse,Male,Kalutara,k-2001,Shorts,Kids,Bottoms,3,1212,3636,2024-11-06,18:50:19,Debit Card
6,ORD17182,BILL17182,CUST6132,Nadeesha Ranasinghe,Female,Galle,w-1005,Kurta,Women,Tops,4,4990,19960,2022-08-24,07:50:05,Debit Card
3,ORD15023,BILL15023,CUST5372,Sanduni Perera,Female,Galle,w-1004,Blouse,Women,,3,4484,13452,2022-07-29,01:23:45,Credit Card
3,ORD04169,BILL04169,CUST1493,Nadeesha Jayasinghe,Female,Colombo,w-1005,Kurta,Women,Tops,4,4967,19868,2022-06-22,04:42:24,Credit Card
5,ORD20179,BILL20179,CUST7193,Dilani Perera,Female,Matara,k-1001,T-shirt,Kids,Tops,4,4580,18320,2025-01-24,19:08:25,Credit Card
5,ORD10371,BILL10371,CUST3733,Sarath Silva,Male,Jaffna,k-2001,Shorts,Kids,Bottoms,5,3501,17505,2024-09-26,16:31:36,Credit Card
8,ORD10945,BILL10945,CUST3938,Kamal Bandara,Male,Colombo,m-2004,Trousers,Men,Bottoms,3,3239,9717,2023-01-09,08:12:26,Credit Card
6,ORD04740,BILL04740,CUST1702,Piumi Rajapakse,Female,Ratnapura,k-2001,Shorts,Kids,Bottoms,1,1556,1556,2024-09-20,13:01:29,Credit Card
3,ORD11288,BILL11288,CUST4058,Amal Rajapakse,Male,Colombo,k-1001,T-shirt,Kids,Tops,1,3711,3711,2024-11-02,06:39:50,Cash
8,ORD00944,BILL00944,CUST0344,Nimal Gunawardena,Male,Kalutara,m-1003,T-shirt,Men,Tops,2,1561,3122,2025-02-18,08:09:58,Cash
8,ORD19011,BILL19011,CUST6784,Dilani Jayasinghe,Female,Kurunegala,k-3001,Dress,Kids,Dresses_and_Sarees,4,1127,4508,2022-01-23,14:08:40,Credit Card
3,ORD19269,BILL19269,CUST6879,Nimal Ranasinghe,Male,Kandy,k-1001,T-shirt,Kids,Tops,1,2251,2251,2022-06-09,17:52:01,Debit Card
9,ORD09621,BILL09621,CUST3459,Sarath Fernando,Male,Kalutara,k-1001,T-shirt,Kids,Tops,3,1056,3168,2025-05-23,03:53:28,Debit Card
9,ORD22849,BILL22849,CUST8160,Lakshmi Jayasinghe,Female,Gampaha,w-1004,Blouse,Women,,4,1535,6140,2023-06-23,20:20:36,Cash
5,ORD24228,BILL24228,CUST8656,Piumi Jayasinghe,Female,Gampaha,w-1005,Kurta,Women,Tops,5,3011,15055,2024-04-27,22:57:20,Credit Card
8,ORD27094,BILL27094,CUST9681,Nisha Jayasinghe,Female,Negombo,k-2001,Shorts,Kids,Bottoms,5,3587,17935,2022-11-18,03:27:43,Debit Card
4,ORD02137,BILL02137,CUST0751,Kamal Rajapakse,Male,Negombo,k-1001,T-shirt,Kids,Tops,1,4481,4481,2022-05-18,15:28:07,Debit Card
7,ORD27493,BILL27493,CUST9817,Amal Rajapakse,Male,Colombo,m-1002,Shirt,Men,Tops,1,2424,2424,2025-01-21,23:05:32,Credit Card
2,ORD10298,BILL10298,CUST3711,Nisha Gunawardena,Female,Anuradhapura,w-2005,Leggings,Women,Bottoms,5,4412,22060,2023-06-10,21:12:14,Credit Card
7,ORD14626,BILL14626,CUST5221,Bandara Silva,Male,Galle,k-2001,Shorts,Kids,Bottoms,1,2116,2116,2023-01-13,02:29:11,Debit Card
4,ORD01504,BILL01504,CUST0538,Tharindu Gunawardena,Female,Negombo,k-3001,Dress,Kids,Dresses_and_Sarees,5,1751,8755,2023-09-16,22:36:34,Debit Card
6,ORD17067,BILL17067,CUST6095,Dilani Ranasinghe,Female,Negombo,k-3001,Dress,Kids,Dresses_and_Sarees,3,2656,7968,2023-04-29,13:47:19,Credit Card
5,ORD25833,BILL25833,CUST9233,Nadeesha Perera,Female,Galle,w-2005,Leggings,Women,Bottoms,5,718,3590,2023-05-25,08:32:20,Credit Card
1,ORD09290,BILL09290,CUST3345,Piumi Fernando,Female,Gampaha,k-1001,T-shirt,Kids,Tops,4,1096,4384,2023-05-21,11:55:22,Debit Card
9,ORD05333,BILL05333,CUST1919,Bandara Perera,Male,Anuradhapura,k-2001,Shorts,Kids,Bottoms,5,4197,20985,2023-12-16,10:53:42,Debit Card
10,ORD09516,BILL09516,CUST3421,Amal Fernando,Male,Kandy,m-4001,Jacket,Men,Outerwear,2,4404,8808,2024-09-09,02:10:11,Debit Card
6,ORD04120,BILL04120,CUST1475,Piumi Silva,Female,Ratnapura,w-2005,Leggings,Women,Bottoms,2,4197,8394,2022-10-14,15:36:36,Cash
5,ORD18066,BILL18066,CUST6453,Nimal Rajapakse,Male,Ratnapura,k-1001,T-shirt,Kids,Tops,1,1736,1736,2023-05-06,02:06:45,Cash
6,ORD01948,BILL01948,CUST0690,Ayesha Gunawardena,Female,Polonnaruwa,k-1001,T-shirt,Kids,Tops,5,4276,21380,2024-10-23,15:54:13,Credit Card
4,ORD07218,BILL07218,CUST2590,Amal Silva,Male,Jaffna,k-3001,Dress,Kids,Dresses_and_Sarees,4,4784,19136,2024-06-09,08:25:25,Debit Card
9,ORD13078,BILL13078,CUST4679,Kamal Rajapakse,Male,Ratnapura,k-1001,T-shirt,Kids,Tops,1,2491,2491,2022-06-06,10:18:21,Debit Card
7,ORD15627,BILL15627,CUST5579,Tharindu Gunawardena,Female,Ratnapura,k-2001,Shorts,Kids,Bottoms,5,4262,21310,2023-02-11,07:53:39,Cash
1,ORD02222,BILL02222,CUST0778,Nimal Ranasinghe,Male,Kalutara,k-1001,T-shirt,Kids,Tops,2,3947,7894,2023-01-13,11:27:06,Debit Card
1,ORD08159,BILL08159,CUST2939,Nadeesha Ranasinghe,Female,Colombo,w-2006,Skirt,Women,Bottoms,4,1917,7668,2024-03-15,09:43:47,Credit Card
10,ORD02727,BILL02727,CUST0956,Nadeesha Bandara,Female,Kalutara,k-3001,Dress,Kids,Dresses_and_Sarees,1,3494,3494,2024-08-02,06:39:42,Debit Card
1,ORD13424,BILL13424,CUST4812,Saman Bandara,Male,Polonnaruwa,m-2004,Trousers,Men,Bottoms,1,1046,1046,2024-12-25,05:45:15,Credit Card
2,ORD05512,BILL05512,CUST1982,Bandara Perera,Male,Negombo,k-3001,Dress,Kids,Dresses_and_Sarees,3,4230,12690,2024-08-03,07:58:07,Cash
4,ORD25331,BILL25331,CUST9044,Amal Rajapakse,Male,Colombo,k-2001,Shorts,Kids,Bottoms,4,4986,19944,2022-12-02,03:50:59,Credit Card
7,ORD19499,BILL19499,CUST6955,Kamal Gunawardena,Male,Negombo,m-1003,T-shirt,Men,Tops,4,613,2452,2024-06-23,10:54:28,Debit Card
3,ORD18937,BILL18937,CUST6758,Lalith Perera,Male,Kandy,k-1001,T-shirt,Kids,Tops,3,2283,6849,2024-06-28,20:25:16,Credit Card
7,ORD26972,BILL26972,CUST9640,Sanduni Silva,Female,Gampaha,w-1004,Blouse,Women,,2,2196,4392,2022-01-11,05:32:09,Cash
